city,spotify_link,spotify_web_link
Charlottenlund DK,spotify:user:thesoundsofspotify:playlist:51tVTkRv7bXLBFkGu8TBAN,http://open.spotify.com/user/thesoundsofspotify/playlist/51tVTkRv7bXLBFkGu8TBAN
Charlottesville Virginia US,spotify:user:thesoundsofspotify:playlist:0b0cY4unu7kEPBRUK4erAn,http://open.spotify.com/user/thesoundsofspotify/playlist/0b0cY4unu7kEPBRUK4erAn
Chatswood AU,spotify:user:thesoundsofspotify:playlist:4u06gGLOt0jotuiJtZaskL,http://open.spotify.com/user/thesoundsofspotify/playlist/4u06gGLOt0jotuiJtZaskL
Chester Pennsylvania US,spotify:user:thesoundsofspotify:playlist:3zukh5xZ2JprCz7xkAfFiU,http://open.spotify.com/user/thesoundsofspotify/playlist/3zukh5xZ2JprCz7xkAfFiU
Chicago Illinois US,spotify:user:thesoundsofspotify:playlist:6UhIdjRWhofrYI32vzVuh9,http://open.spotify.com/user/thesoundsofspotify/playlist/6UhIdjRWhofrYI32vzVuh9
Chihuahua MX,spotify:user:thesoundsofspotify:playlist:11I6h8nusNjhdJeYxIbAZe,http://open.spotify.com/user/thesoundsofspotify/playlist/11I6h8nusNjhdJeYxIbAZe
Children's Christmas,spotify:user:thesoundsofspotify:playlist:2XRsqZwFWSyxBD57bwgKih,http://open.spotify.com/user/thesoundsofspotify/playlist/2XRsqZwFWSyxBD57bwgKih
Chile,spotify:user:thesoundsofspotify:playlist:0BpFdlssgmbxj5dkamrqC0,http://open.spotify.com/user/thesoundsofspotify/playlist/0BpFdlssgmbxj5dkamrqC0
China,spotify:user:thesoundsofspotify:playlist:1otAiOltVxRirrrH50hfWx,http://open.spotify.com/user/thesoundsofspotify/playlist/1otAiOltVxRirrrH50hfWx
Chino California US,spotify:user:thesoundsofspotify:playlist:0WjMeKd1KtmRKVpUlFrGB8,http://open.spotify.com/user/thesoundsofspotify/playlist/0WjMeKd1KtmRKVpUlFrGB8
Chippendale AU,spotify:user:thesoundsofspotify:playlist:7ywd1B6TmFRdwalhU30d82,http://open.spotify.com/user/thesoundsofspotify/playlist/7ywd1B6TmFRdwalhU30d82
Christian Christmas,spotify:user:thesoundsofspotify:playlist:1qOxqMCDjRpINTzqOiIgLD,http://open.spotify.com/user/thesoundsofspotify/playlist/1qOxqMCDjRpINTzqOiIgLD
Christmas,spotify:user:thesoundsofspotify:playlist:5P9AO1mfoAAqXMg2abYcS4,http://open.spotify.com/user/thesoundsofspotify/playlist/5P9AO1mfoAAqXMg2abYcS4
Christmas Product,spotify:user:thesoundsofspotify:playlist:0MxCys4nmIa6XRlJrCt9vJ,http://open.spotify.com/user/thesoundsofspotify/playlist/0MxCys4nmIa6XRlJrCt9vJ
Cicero Illinois US,spotify:user:thesoundsofspotify:playlist:5xgffebEYSEOabvizhZSGi,http://open.spotify.com/user/thesoundsofspotify/playlist/5xgffebEYSEOabvizhZSGi
Ciudad de M�xico MX,spotify:user:thesoundsofspotify:playlist:0aUBHhKtsrIvno7MKNDvn4,http://open.spotify.com/user/thesoundsofspotify/playlist/0aUBHhKtsrIvno7MKNDvn4
Classical Christmas,spotify:user:thesoundsofspotify:playlist:59Bc9qQITfBZW5nGi3Nfd7,http://open.spotify.com/user/thesoundsofspotify/playlist/59Bc9qQITfBZW5nGi3Nfd7
Clemson South Carolina US,spotify:user:thesoundsofspotify:playlist:29tdxvRS2dUVJaHzXKuDgK,http://open.spotify.com/user/thesoundsofspotify/playlist/29tdxvRS2dUVJaHzXKuDgK
Clermont-ferrand FR,spotify:user:thesoundsofspotify:playlist:74lqQdbW3cZb2ieMRCFrW9,http://open.spotify.com/user/thesoundsofspotify/playlist/74lqQdbW3cZb2ieMRCFrW9
Cleveland Ohio US,spotify:user:thesoundsofspotify:playlist:01s3zfdCTwJ8yaeX5sbS7J,http://open.spotify.com/user/thesoundsofspotify/playlist/01s3zfdCTwJ8yaeX5sbS7J
Clifton New Jersey US,spotify:user:thesoundsofspotify:playlist:7z7Mov4etyMuq4oRniMGnO,http://open.spotify.com/user/thesoundsofspotify/playlist/7z7Mov4etyMuq4oRniMGnO
Coimbra PT,spotify:user:thesoundsofspotify:playlist:5qsIyZiX3A1HtnIbZ3Zi34,http://open.spotify.com/user/thesoundsofspotify/playlist/5qsIyZiX3A1HtnIbZ3Zi34
Collingwood AU,spotify:user:thesoundsofspotify:playlist:6lYhy5Zj8ah6NKhVHDel9N,http://open.spotify.com/user/thesoundsofspotify/playlist/6lYhy5Zj8ah6NKhVHDel9N
Colombia,spotify:user:thesoundsofspotify:playlist:0nK6y27PHOAsWc24VchHNb,http://open.spotify.com/user/thesoundsofspotify/playlist/0nK6y27PHOAsWc24VchHNb
Columbia Maryland US,spotify:user:thesoundsofspotify:playlist:2VbihVrCxmOnMKtZHngFFH,http://open.spotify.com/user/thesoundsofspotify/playlist/2VbihVrCxmOnMKtZHngFFH
Columbia Missouri US,spotify:user:thesoundsofspotify:playlist:5IZa7N0P9mnlrOQdoYu9rI,http://open.spotify.com/user/thesoundsofspotify/playlist/5IZa7N0P9mnlrOQdoYu9rI
Compton California US,spotify:user:thesoundsofspotify:playlist:3HyazJJP3sLfizsBq210Lz,http://open.spotify.com/user/thesoundsofspotify/playlist/3HyazJJP3sLfizsBq210Lz
Concepcion CL,spotify:user:thesoundsofspotify:playlist:09noPQVL1x4Y4JRgPUblB7,http://open.spotify.com/user/thesoundsofspotify/playlist/09noPQVL1x4Y4JRgPUblB7
Concord California US,spotify:user:thesoundsofspotify:playlist:6ytTpgFh7otJAkR6uGKhyO,http://open.spotify.com/user/thesoundsofspotify/playlist/6ytTpgFh7otJAkR6uGKhyO
Concord North Carolina US,spotify:user:thesoundsofspotify:playlist:56By3UYhxmoDDHazl6t4Yq,http://open.spotify.com/user/thesoundsofspotify/playlist/56By3UYhxmoDDHazl6t4Yq
Cordoba AR,spotify:user:thesoundsofspotify:playlist:4a64qbHEzRKhhLTrhtdHYs,http://open.spotify.com/user/thesoundsofspotify/playlist/4a64qbHEzRKhhLTrhtdHYs
Cork IE,spotify:user:thesoundsofspotify:playlist:7MP9B2RvfJ3WgicvuX7U3E,http://open.spotify.com/user/thesoundsofspotify/playlist/7MP9B2RvfJ3WgicvuX7U3E
Costa Rica,spotify:user:thesoundsofspotify:playlist:65kdQo5kDLvb1971RY8pOy,http://open.spotify.com/user/thesoundsofspotify/playlist/65kdQo5kDLvb1971RY8pOy
Country Christmas,spotify:user:thesoundsofspotify:playlist:1PzGsPdOacIEdFsZG92bOI,http://open.spotify.com/user/thesoundsofspotify/playlist/1PzGsPdOacIEdFsZG92bOI
Courbevoie FR,spotify:user:thesoundsofspotify:playlist:4TjgK91RzlhYQYrl6JQmHT,http://open.spotify.com/user/thesoundsofspotify/playlist/4TjgK91RzlhYQYrl6JQmHT
Croatia,spotify:user:thesoundsofspotify:playlist:0znxuqGLZY1gcMH8Uogbd4,http://open.spotify.com/user/thesoundsofspotify/playlist/0znxuqGLZY1gcMH8Uogbd4
Croydon GB,spotify:user:thesoundsofspotify:playlist:0G4wsG0heXfcUPoK4Fwl0z,http://open.spotify.com/user/thesoundsofspotify/playlist/0G4wsG0heXfcUPoK4Fwl0z
Cuajimalpa MX,spotify:user:thesoundsofspotify:playlist:5pAdbJgaSMJvUxyLhCiL30,http://open.spotify.com/user/thesoundsofspotify/playlist/5pAdbJgaSMJvUxyLhCiL30
Cuauht�moc MX,spotify:user:thesoundsofspotify:playlist:1GF59EL84qTpjxdNwefoK1,http://open.spotify.com/user/thesoundsofspotify/playlist/1GF59EL84qTpjxdNwefoK1
Cuautla MX,spotify:user:thesoundsofspotify:playlist:5tHnl1FmyHjvtxdJgfqFpr,http://open.spotify.com/user/thesoundsofspotify/playlist/5tHnl1FmyHjvtxdJgfqFpr
Cuiab� BR,spotify:user:thesoundsofspotify:playlist:2X4Ug6gjllZZtCVTXcbBba,http://open.spotify.com/user/thesoundsofspotify/playlist/2X4Ug6gjllZZtCVTXcbBba
Curitiba BR,spotify:user:thesoundsofspotify:playlist:6Dgj4lSaAtWbIsSelM0Ttp,http://open.spotify.com/user/thesoundsofspotify/playlist/6Dgj4lSaAtWbIsSelM0Ttp
Cypress Texas US,spotify:user:thesoundsofspotify:playlist:2Tifa5HWdTOrSWW6ktWCqE,http://open.spotify.com/user/thesoundsofspotify/playlist/2Tifa5HWdTOrSWW6ktWCqE
Cyprus,spotify:user:thesoundsofspotify:playlist:7vPrsJST9BMQs5iiap4HU1,http://open.spotify.com/user/thesoundsofspotify/playlist/7vPrsJST9BMQs5iiap4HU1
C�rdoba ES,spotify:user:thesoundsofspotify:playlist:4e4011XjywSBGEVZrnlDGp,http://open.spotify.com/user/thesoundsofspotify/playlist/4e4011XjywSBGEVZrnlDGp
Dallas Texas US,spotify:user:thesoundsofspotify:playlist:5thq4HQaIBxOK1vE9bu2nj,http://open.spotify.com/user/thesoundsofspotify/playlist/5thq4HQaIBxOK1vE9bu2nj
Darlinghurst AU,spotify:user:thesoundsofspotify:playlist:4ohdy4OkrksKuV6Em552qJ,http://open.spotify.com/user/thesoundsofspotify/playlist/4ohdy4OkrksKuV6Em552qJ
Dasmari�as PH,spotify:user:thesoundsofspotify:playlist:7Ka4pHcKrMKBhedSzIeVu6,http://open.spotify.com/user/thesoundsofspotify/playlist/7Ka4pHcKrMKBhedSzIeVu6
Davao PH,spotify:user:thesoundsofspotify:playlist:0ukTYg3UlpFvr9ijFYLJEJ,http://open.spotify.com/user/thesoundsofspotify/playlist/0ukTYg3UlpFvr9ijFYLJEJ
Delft NL,spotify:user:thesoundsofspotify:playlist:2DCZWc9sIrxOph8dzcXhGD,http://open.spotify.com/user/thesoundsofspotify/playlist/2DCZWc9sIrxOph8dzcXhGD
Den Bosch NL,spotify:user:thesoundsofspotify:playlist:7hTWHNSf2njME4I1pWjwJN,http://open.spotify.com/user/thesoundsofspotify/playlist/7hTWHNSf2njME4I1pWjwJN
Den Haag NL,spotify:user:thesoundsofspotify:playlist:2i1lQUNjc3Kbxl4XhpcqoF,http://open.spotify.com/user/thesoundsofspotify/playlist/2i1lQUNjc3Kbxl4XhpcqoF
Denizli TR,spotify:user:thesoundsofspotify:playlist:3CPpUYBXQBS0C0BQXsRC34,http://open.spotify.com/user/thesoundsofspotify/playlist/3CPpUYBXQBS0C0BQXsRC34
Denmark,spotify:user:thesoundsofspotify:playlist:7c0IjW5MmngEjLm9ii7LeT,http://open.spotify.com/user/thesoundsofspotify/playlist/7c0IjW5MmngEjLm9ii7LeT
Denver Colorado US,spotify:user:thesoundsofspotify:playlist:4EVnKjHxMesvcl7MyVLunQ,http://open.spotify.com/user/thesoundsofspotify/playlist/4EVnKjHxMesvcl7MyVLunQ
Detroit Michigan US,spotify:user:thesoundsofspotify:playlist:3JCBPwsE24EuNiRMu4vKJE,http://open.spotify.com/user/thesoundsofspotify/playlist/3JCBPwsE24EuNiRMu4vKJE
Diemen NL,spotify:user:thesoundsofspotify:playlist:3oxLhO5StvWNYO54xXbAoD,http://open.spotify.com/user/thesoundsofspotify/playlist/3oxLhO5StvWNYO54xXbAoD
Dinslaken DE,spotify:user:thesoundsofspotify:playlist:2Iielf9hu9xNvE97LaL5Hw,http://open.spotify.com/user/thesoundsofspotify/playlist/2Iielf9hu9xNvE97LaL5Hw
Dortmund DE,spotify:user:thesoundsofspotify:playlist:7HwS0dWebnXyOnm4LaaiiV,http://open.spotify.com/user/thesoundsofspotify/playlist/7HwS0dWebnXyOnm4LaaiiV
Drammen NO,spotify:user:thesoundsofspotify:playlist:0Zb2KBT9x9z1tgNGMhu9rN,http://open.spotify.com/user/thesoundsofspotify/playlist/0Zb2KBT9x9z1tgNGMhu9rN
Dresden DE,spotify:user:thesoundsofspotify:playlist:41DTWlPJs4ELtaTx4HuS1R,http://open.spotify.com/user/thesoundsofspotify/playlist/41DTWlPJs4ELtaTx4HuS1R
Dublin California US,spotify:user:thesoundsofspotify:playlist:7dLir6TEIMCRa93PdvrEod,http://open.spotify.com/user/thesoundsofspotify/playlist/7dLir6TEIMCRa93PdvrEod
Dublin IE,spotify:user:thesoundsofspotify:playlist:1n0W8NFV4OQBXCU9oZF4eX,http://open.spotify.com/user/thesoundsofspotify/playlist/1n0W8NFV4OQBXCU9oZF4eX
Dundee GB,spotify:user:thesoundsofspotify:playlist:0c9x2tuEXF4T1um3rKd4oT,http://open.spotify.com/user/thesoundsofspotify/playlist/0c9x2tuEXF4T1um3rKd4oT
Dunedin NZ,spotify:user:thesoundsofspotify:playlist:0MIYmuHnh5Gb6cxT1Pah7k,http://open.spotify.com/user/thesoundsofspotify/playlist/0MIYmuHnh5Gb6cxT1Pah7k
Duque De Caxias BR,spotify:user:thesoundsofspotify:playlist:2wMouzgMkb9yVhtP1nMsF8,http://open.spotify.com/user/thesoundsofspotify/playlist/2wMouzgMkb9yVhtP1nMsF8
Durham North Carolina US,spotify:user:thesoundsofspotify:playlist:643vCKUXSZPY1gKuKsCAY6,http://open.spotify.com/user/thesoundsofspotify/playlist/643vCKUXSZPY1gKuKsCAY6
Ecatepec De Morelos MX,spotify:user:thesoundsofspotify:playlist:4tTz06SbIhKk6XjO85NIFt,http://open.spotify.com/user/thesoundsofspotify/playlist/4tTz06SbIhKk6XjO85NIFt
Ecatepec MX,spotify:user:thesoundsofspotify:playlist:2B0Op0l0rzjJI6OSb6YMbH,http://open.spotify.com/user/thesoundsofspotify/playlist/2B0Op0l0rzjJI6OSb6YMbH
Ecuador,spotify:user:thesoundsofspotify:playlist:4E34NzKniK1FSSu33ZbVCS,http://open.spotify.com/user/thesoundsofspotify/playlist/4E34NzKniK1FSSu33ZbVCS
Edinburgh GB,spotify:user:thesoundsofspotify:playlist:59mVtaEYToEQ9AToHqB0db,http://open.spotify.com/user/thesoundsofspotify/playlist/59mVtaEYToEQ9AToHqB0db
Egypt,spotify:user:thesoundsofspotify:playlist:3dM8mbIAa94xP71GdAWfPD,http://open.spotify.com/user/thesoundsofspotify/playlist/3dM8mbIAa94xP71GdAWfPD
El Monte California US,spotify:user:thesoundsofspotify:playlist:1P7IDTXtERhd0MOh2VWtwD,http://open.spotify.com/user/thesoundsofspotify/playlist/1P7IDTXtERhd0MOh2VWtwD
El Paso Texas US,spotify:user:thesoundsofspotify:playlist:6qrHBQlFZUVCEAAG5zcRcs,http://open.spotify.com/user/thesoundsofspotify/playlist/6qrHBQlFZUVCEAAG5zcRcs
El Puerto De Santa Mar�a ES,spotify:user:thesoundsofspotify:playlist:39hu3wd3550aKEUHgIog18,http://open.spotify.com/user/thesoundsofspotify/playlist/39hu3wd3550aKEUHgIog18
El Salvador,spotify:user:thesoundsofspotify:playlist:5cgHq0FJENtKQq1GlGtt8c,http://open.spotify.com/user/thesoundsofspotify/playlist/5cgHq0FJENtKQq1GlGtt8c
Elizabeth New Jersey US,spotify:user:thesoundsofspotify:playlist:6PbusiwYVGkXSZ6OdR2v90,http://open.spotify.com/user/thesoundsofspotify/playlist/6PbusiwYVGkXSZ6OdR2v90
Elmhurst New York US,spotify:user:thesoundsofspotify:playlist:6fqp36sM6ceXvr2ZgexEw6,http://open.spotify.com/user/thesoundsofspotify/playlist/6fqp36sM6ceXvr2ZgexEw6
Enk�ping SE,spotify:user:thesoundsofspotify:playlist:39SsLtzM8o4cQX2JNoVXT5,http://open.spotify.com/user/thesoundsofspotify/playlist/39SsLtzM8o4cQX2JNoVXT5
Enskede SE,spotify:user:thesoundsofspotify:playlist:2PVBqdl5fw1agLLvIFdBgo,http://open.spotify.com/user/thesoundsofspotify/playlist/2PVBqdl5fw1agLLvIFdBgo
Eskisehir TR,spotify:user:thesoundsofspotify:playlist:5oK4YIYfHxQb6azMA1fsYg,http://open.spotify.com/user/thesoundsofspotify/playlist/5oK4YIYfHxQb6azMA1fsYg
Essen DE,spotify:user:thesoundsofspotify:playlist:3yXEYzqUu4U6lwaQJ8sbSt,http://open.spotify.com/user/thesoundsofspotify/playlist/3yXEYzqUu4U6lwaQJ8sbSt
Estonia,spotify:user:thesoundsofspotify:playlist:23RHAc40tjPnFXHbNuxajM,http://open.spotify.com/user/thesoundsofspotify/playlist/23RHAc40tjPnFXHbNuxajM
Eugene Oregon US,spotify:user:thesoundsofspotify:playlist:4GFmvJIHBzowHJJMB8nBko,http://open.spotify.com/user/thesoundsofspotify/playlist/4GFmvJIHBzowHJJMB8nBko
Euless Texas US,spotify:user:thesoundsofspotify:playlist:3kC0r04gadfRdV0M1pHr8D,http://open.spotify.com/user/thesoundsofspotify/playlist/3kC0r04gadfRdV0M1pHr8D
Everything,spotify:user:thesoundsofspotify:playlist:69fEt9DN5r4JQATi52sRtq,http://open.spotify.com/user/thesoundsofspotify/playlist/69fEt9DN5r4JQATi52sRtq
Faaborg DK,spotify:user:thesoundsofspotify:playlist:3CPcsrdjQUeYxu47849GWm,http://open.spotify.com/user/thesoundsofspotify/playlist/3CPcsrdjQUeYxu47849GWm
Fagersta SE,spotify:user:thesoundsofspotify:playlist:5JzQuc9oQaC4SdNVbmF36j,http://open.spotify.com/user/thesoundsofspotify/playlist/5JzQuc9oQaC4SdNVbmF36j
Fairfield California US,spotify:user:thesoundsofspotify:playlist:1BcBu7hOwfTqE0CfsTSlzu,http://open.spotify.com/user/thesoundsofspotify/playlist/1BcBu7hOwfTqE0CfsTSlzu
Falkenberg SE,spotify:user:thesoundsofspotify:playlist:3MiYG0KbKCVEgHMNIREvDN,http://open.spotify.com/user/thesoundsofspotify/playlist/3MiYG0KbKCVEgHMNIREvDN
Falk�ping SE,spotify:user:thesoundsofspotify:playlist:4dBXqCJWzIB88vXc2OfXmF,http://open.spotify.com/user/thesoundsofspotify/playlist/4dBXqCJWzIB88vXc2OfXmF
Falls Church Virginia US,spotify:user:thesoundsofspotify:playlist:0lLXPidVgTbDKjYgm8Afgu,http://open.spotify.com/user/thesoundsofspotify/playlist/0lLXPidVgTbDKjYgm8Afgu
Falun SE,spotify:user:thesoundsofspotify:playlist:2cYgBloUYv2nvP8c0aBNLS,http://open.spotify.com/user/thesoundsofspotify/playlist/2cYgBloUYv2nvP8c0aBNLS
Farmington Michigan US,spotify:user:thesoundsofspotify:playlist:7a7sk7EeZMp2GTzFfe6ibi,http://open.spotify.com/user/thesoundsofspotify/playlist/7a7sk7EeZMp2GTzFfe6ibi
Farsta SE,spotify:user:thesoundsofspotify:playlist:661oDHXZqM1xbamsi9MJjN,http://open.spotify.com/user/thesoundsofspotify/playlist/661oDHXZqM1xbamsi9MJjN
Farum DK,spotify:user:thesoundsofspotify:playlist:6hImG4kOCAzOXaUZymlKTt,http://open.spotify.com/user/thesoundsofspotify/playlist/6hImG4kOCAzOXaUZymlKTt
Fatih TR,spotify:user:thesoundsofspotify:playlist:3dPBLPZqX1obyJHrAhYSCj,http://open.spotify.com/user/thesoundsofspotify/playlist/3dPBLPZqX1obyJHrAhYSCj
Fayetteville Arkansas US,spotify:user:thesoundsofspotify:playlist:2BP0M04Ry9TD9fqX1XQIes,http://open.spotify.com/user/thesoundsofspotify/playlist/2BP0M04Ry9TD9fqX1XQIes
Fayetteville North Carolina US,spotify:user:thesoundsofspotify:playlist:6yDarUVWRKA96Cte7PsQNn,http://open.spotify.com/user/thesoundsofspotify/playlist/6yDarUVWRKA96Cte7PsQNn
Federal AR,spotify:user:thesoundsofspotify:playlist:1yINgP1c9dWHitf5jg2ChO,http://open.spotify.com/user/thesoundsofspotify/playlist/1yINgP1c9dWHitf5jg2ChO
Federal Way Washington US,spotify:user:thesoundsofspotify:playlist:5HXYRzSZL7oGKSIBGmfXpo,http://open.spotify.com/user/thesoundsofspotify/playlist/5HXYRzSZL7oGKSIBGmfXpo
Feira De Santana BR,spotify:user:thesoundsofspotify:playlist:6vMNoNrL2fHbgLT4kA4YVY,http://open.spotify.com/user/thesoundsofspotify/playlist/6vMNoNrL2fHbgLT4kA4YVY
Fellbach DE,spotify:user:thesoundsofspotify:playlist:6K4CMOm3JHcUQG3A0bj79n,http://open.spotify.com/user/thesoundsofspotify/playlist/6K4CMOm3JHcUQG3A0bj79n
Fetsund NO,spotify:user:thesoundsofspotify:playlist:5x4qeC7wbq4UqEGQImUI9U,http://open.spotify.com/user/thesoundsofspotify/playlist/5x4qeC7wbq4UqEGQImUI9U
Filderstadt DE,spotify:user:thesoundsofspotify:playlist:0lH8Fgn1ShnOe1XF9zAdfD,http://open.spotify.com/user/thesoundsofspotify/playlist/0lH8Fgn1ShnOe1XF9zAdfD
Finland,spotify:user:thesoundsofspotify:playlist:4qsbirgyCjBlQXKAf68H1V,http://open.spotify.com/user/thesoundsofspotify/playlist/4qsbirgyCjBlQXKAf68H1V
Finnsnes NO,spotify:user:thesoundsofspotify:playlist:5N2eqJ4XKE47XreG2dEByW,http://open.spotify.com/user/thesoundsofspotify/playlist/5N2eqJ4XKE47XreG2dEByW
