city,spotify_link,spotify_web_link
Adana TR,spotify:user:thesoundsofspotify:playlist:3E597lyXSrUR3c6nLIV0hK,http://open.spotify.com/user/thesoundsofspotify/playlist/3E597lyXSrUR3c6nLIV0hK
Addition Hills PH,spotify:user:thesoundsofspotify:playlist:3vX36v1RbhydPhKInmqUey,http://open.spotify.com/user/thesoundsofspotify/playlist/3vX36v1RbhydPhKInmqUey
Adelaide AU,spotify:user:thesoundsofspotify:playlist:6qYDvlWIe0UPPTnzxvQasD,http://open.spotify.com/user/thesoundsofspotify/playlist/6qYDvlWIe0UPPTnzxvQasD
Adrian Michigan US,spotify:user:thesoundsofspotify:playlist:0pBb2Wf22JwpoO40653BVe,http://open.spotify.com/user/thesoundsofspotify/playlist/0pBb2Wf22JwpoO40653BVe
Aguascalientes MX,spotify:user:thesoundsofspotify:playlist:71k2M7dWQYLqmcUFapcpO1,http://open.spotify.com/user/thesoundsofspotify/playlist/71k2M7dWQYLqmcUFapcpO1
Aix-en-provence FR,spotify:user:thesoundsofspotify:playlist:64yTkHbqeIpDeVIOqvOk86,http://open.spotify.com/user/thesoundsofspotify/playlist/64yTkHbqeIpDeVIOqvOk86
Akron Ohio US,spotify:user:thesoundsofspotify:playlist:5ANXMnncu0Y6RgWNCZCx5p,http://open.spotify.com/user/thesoundsofspotify/playlist/5ANXMnncu0Y6RgWNCZCx5p
Akureyri IS,spotify:user:thesoundsofspotify:playlist:3U37JJiOad0DFV7OmcsBAv,http://open.spotify.com/user/thesoundsofspotify/playlist/3U37JJiOad0DFV7OmcsBAv
Alajuela CR,spotify:user:thesoundsofspotify:playlist:0JYMXyt72QOtK2mQRYCbcr,http://open.spotify.com/user/thesoundsofspotify/playlist/0JYMXyt72QOtK2mQRYCbcr
Alameda California US,spotify:user:thesoundsofspotify:playlist:4zwJWEl8haSDod3WtHfiEr,http://open.spotify.com/user/thesoundsofspotify/playlist/4zwJWEl8haSDod3WtHfiEr
Albacete ES,spotify:user:thesoundsofspotify:playlist:77XILvbgVa5rgvyulBbeDY,http://open.spotify.com/user/thesoundsofspotify/playlist/77XILvbgVa5rgvyulBbeDY
Albemarle North Carolina US,spotify:user:thesoundsofspotify:playlist:1O9fKwDSIhjGAWSrDALv2Z,http://open.spotify.com/user/thesoundsofspotify/playlist/1O9fKwDSIhjGAWSrDALv2Z
Albertslund DK,spotify:user:thesoundsofspotify:playlist:6BgJoQwtSY1jlzFQN7ZRuz,http://open.spotify.com/user/thesoundsofspotify/playlist/6BgJoQwtSY1jlzFQN7ZRuz
Albstadt DE,spotify:user:thesoundsofspotify:playlist:1NXEvZ1vJdVLlVKcMol2te,http://open.spotify.com/user/thesoundsofspotify/playlist/1NXEvZ1vJdVLlVKcMol2te
Albuquerque New Mexico US,spotify:user:thesoundsofspotify:playlist:7m4LG5LciiTZFaOpFQrhd2,http://open.spotify.com/user/thesoundsofspotify/playlist/7m4LG5LciiTZFaOpFQrhd2
Alcalá De Guadaira ES,spotify:user:thesoundsofspotify:playlist:61OY1nXBUjMDJnJACtCFB2,http://open.spotify.com/user/thesoundsofspotify/playlist/61OY1nXBUjMDJnJACtCFB2
Alcalá De Henares ES,spotify:user:thesoundsofspotify:playlist:0NMoDZNn6ODtax2GPbEOsS,http://open.spotify.com/user/thesoundsofspotify/playlist/0NMoDZNn6ODtax2GPbEOsS
Alcorcón ES,spotify:user:thesoundsofspotify:playlist:46nrA3Q0pdd9BFEQ8JlU40,http://open.spotify.com/user/thesoundsofspotify/playlist/46nrA3Q0pdd9BFEQ8JlU40
Alexandria Virginia US,spotify:user:thesoundsofspotify:playlist:6okdkvP0J4LID0HV92R6qV,http://open.spotify.com/user/thesoundsofspotify/playlist/6okdkvP0J4LID0HV92R6qV
Ames Iowa US,spotify:user:thesoundsofspotify:playlist:32fZQu37D5rbAgyeeIKBOL,http://open.spotify.com/user/thesoundsofspotify/playlist/32fZQu37D5rbAgyeeIKBOL
Amherst Massachusetts US,spotify:user:thesoundsofspotify:playlist:2GdazlXne00bRk0VAbziod,http://open.spotify.com/user/thesoundsofspotify/playlist/2GdazlXne00bRk0VAbziod
Amiens FR,spotify:user:thesoundsofspotify:playlist:16Oj1wSXIW2phgGjwcN4aK,http://open.spotify.com/user/thesoundsofspotify/playlist/16Oj1wSXIW2phgGjwcN4aK
Amparo BR,spotify:user:thesoundsofspotify:playlist:2HDYDxtR96kzpJHFgzG3rf,http://open.spotify.com/user/thesoundsofspotify/playlist/2HDYDxtR96kzpJHFgzG3rf
Amstelveen NL,spotify:user:thesoundsofspotify:playlist:3VSXFhZH8bUZzbdeC0665z,http://open.spotify.com/user/thesoundsofspotify/playlist/3VSXFhZH8bUZzbdeC0665z
Amsterdam NL,spotify:user:thesoundsofspotify:playlist:2ifz20E9OmNq4bwiM4Ljwu,http://open.spotify.com/user/thesoundsofspotify/playlist/2ifz20E9OmNq4bwiM4Ljwu
Anaheim California US,spotify:user:thesoundsofspotify:playlist:6tcsGQ5K2gaQUC0J5yuFJb,http://open.spotify.com/user/thesoundsofspotify/playlist/6tcsGQ5K2gaQUC0J5yuFJb
Anchorage Alaska US,spotify:user:thesoundsofspotify:playlist:0JVQy18o8hYsaWJMIHruCl,http://open.spotify.com/user/thesoundsofspotify/playlist/0JVQy18o8hYsaWJMIHruCl
Ancona IT,spotify:user:thesoundsofspotify:playlist:634weBTotAnHCrCq0ozIZP,http://open.spotify.com/user/thesoundsofspotify/playlist/634weBTotAnHCrCq0ozIZP
Angeles City PH,spotify:user:thesoundsofspotify:playlist:6xLVfgMGr2OWcxADUXQCV4,http://open.spotify.com/user/thesoundsofspotify/playlist/6xLVfgMGr2OWcxADUXQCV4
Angered SE,spotify:user:thesoundsofspotify:playlist:2Ol40I4tJEF6VyGaZ8jx3z,http://open.spotify.com/user/thesoundsofspotify/playlist/2Ol40I4tJEF6VyGaZ8jx3z
Angers FR,spotify:user:thesoundsofspotify:playlist:3aiJHMNhSOiGUI9TD2OXJ8,http://open.spotify.com/user/thesoundsofspotify/playlist/3aiJHMNhSOiGUI9TD2OXJ8
Ankara TR,spotify:user:thesoundsofspotify:playlist:0LJ8oJVOGfD6ttyXAI2bqY,http://open.spotify.com/user/thesoundsofspotify/playlist/0LJ8oJVOGfD6ttyXAI2bqY
Ann Arbor Michigan US,spotify:user:thesoundsofspotify:playlist:2lJ39UXqkmjf88Pb0jb3YM,http://open.spotify.com/user/thesoundsofspotify/playlist/2lJ39UXqkmjf88Pb0jb3YM
Annerley AU,spotify:user:thesoundsofspotify:playlist:1nCl3Wef1P3Z0jrCUbflPr,http://open.spotify.com/user/thesoundsofspotify/playlist/1nCl3Wef1P3Z0jrCUbflPr
Antalya TR,spotify:user:thesoundsofspotify:playlist:1UX1A7A979wCH6Oo4r5jYE,http://open.spotify.com/user/thesoundsofspotify/playlist/1UX1A7A979wCH6Oo4r5jYE
Antioch California US,spotify:user:thesoundsofspotify:playlist:41zyEkmlsBTahgd1yBLfxR,http://open.spotify.com/user/thesoundsofspotify/playlist/41zyEkmlsBTahgd1yBLfxR
Antioch Tennessee US,spotify:user:thesoundsofspotify:playlist:6yaFEFPMxtBH72L9vMezCk,http://open.spotify.com/user/thesoundsofspotify/playlist/6yaFEFPMxtBH72L9vMezCk
Antipolo PH,spotify:user:thesoundsofspotify:playlist:2oT4y4znLfE2TN2IoQkwXX,http://open.spotify.com/user/thesoundsofspotify/playlist/2oT4y4znLfE2TN2IoQkwXX
Antofagasta CL,spotify:user:thesoundsofspotify:playlist:5a5ammj00jGOPoanizBD40,http://open.spotify.com/user/thesoundsofspotify/playlist/5a5ammj00jGOPoanizBD40
Antony FR,spotify:user:thesoundsofspotify:playlist:1EMdmIApRGZAlHXa0ZcWBA,http://open.spotify.com/user/thesoundsofspotify/playlist/1EMdmIApRGZAlHXa0ZcWBA
Antwerpen BE,spotify:user:thesoundsofspotify:playlist:6cnCH6Y8P7qNtjv77Hnsmn,http://open.spotify.com/user/thesoundsofspotify/playlist/6cnCH6Y8P7qNtjv77Hnsmn
Anápolis BR,spotify:user:thesoundsofspotify:playlist:7a3uAMNfqkqz1S13EIkMd4,http://open.spotify.com/user/thesoundsofspotify/playlist/7a3uAMNfqkqz1S13EIkMd4
Apalit PH,spotify:user:thesoundsofspotify:playlist:7oIFW7dLog6yqMG53Sqh1V,http://open.spotify.com/user/thesoundsofspotify/playlist/7oIFW7dLog6yqMG53Sqh1V
Apeldoorn NL,spotify:user:thesoundsofspotify:playlist:7nhuxMtJZHgGmlfh45jXUH,http://open.spotify.com/user/thesoundsofspotify/playlist/7nhuxMtJZHgGmlfh45jXUH
Apizaco MX,spotify:user:thesoundsofspotify:playlist:3tQl0RjeGO11P394nUUthA,http://open.spotify.com/user/thesoundsofspotify/playlist/3tQl0RjeGO11P394nUUthA
Aplaya PH,spotify:user:thesoundsofspotify:playlist:11g1Dvm5KvmCF0UWhlZItV,http://open.spotify.com/user/thesoundsofspotify/playlist/11g1Dvm5KvmCF0UWhlZItV
Apodaca MX,spotify:user:thesoundsofspotify:playlist:50KN2U7JV7RpwwiOhKUm9g,http://open.spotify.com/user/thesoundsofspotify/playlist/50KN2U7JV7RpwwiOhKUm9g
Apolonio Samson PH,spotify:user:thesoundsofspotify:playlist:2jC2QRbte2mled7gV5AH3g,http://open.spotify.com/user/thesoundsofspotify/playlist/2jC2QRbte2mled7gV5AH3g
Apopka Florida US,spotify:user:thesoundsofspotify:playlist:5Ks0SLLiIw6VqoIUWOdOIj,http://open.spotify.com/user/thesoundsofspotify/playlist/5Ks0SLLiIw6VqoIUWOdOIj
Aracaju BR,spotify:user:thesoundsofspotify:playlist:5ngQac05vn8kHLmnEuFXwK,http://open.spotify.com/user/thesoundsofspotify/playlist/5ngQac05vn8kHLmnEuFXwK
Araraquara BR,spotify:user:thesoundsofspotify:playlist:0HIVGpdTcUmnKvttZhgykn,http://open.spotify.com/user/thesoundsofspotify/playlist/0HIVGpdTcUmnKvttZhgykn
Araçatuba BR,spotify:user:thesoundsofspotify:playlist:1ZVK5KAq9rrOgVbGdBQDZG,http://open.spotify.com/user/thesoundsofspotify/playlist/1ZVK5KAq9rrOgVbGdBQDZG
Arcadia California US,spotify:user:thesoundsofspotify:playlist:3Mni9eJgyXEs1DVLRNNb0Y,http://open.spotify.com/user/thesoundsofspotify/playlist/3Mni9eJgyXEs1DVLRNNb0Y
Arendal NO,spotify:user:thesoundsofspotify:playlist:5ny12izds3oEh7BLrh08x4,http://open.spotify.com/user/thesoundsofspotify/playlist/5ny12izds3oEh7BLrh08x4
Arequipa PE,spotify:user:thesoundsofspotify:playlist:7qq6udmWZCMEx0ZG2PZ4n4,http://open.spotify.com/user/thesoundsofspotify/playlist/7qq6udmWZCMEx0ZG2PZ4n4
Argenteuil FR,spotify:user:thesoundsofspotify:playlist:7f2TwW7z81KkBOVayHmmxk,http://open.spotify.com/user/thesoundsofspotify/playlist/7f2TwW7z81KkBOVayHmmxk
Argentina,spotify:user:thesoundsofspotify:playlist:6fv5nMucCr4JLbanpHmVA5,http://open.spotify.com/user/thesoundsofspotify/playlist/6fv5nMucCr4JLbanpHmVA5
Arlington Texas US,spotify:user:thesoundsofspotify:playlist:5Zn1jXmigFBWu1Q2mx6uoR,http://open.spotify.com/user/thesoundsofspotify/playlist/5Zn1jXmigFBWu1Q2mx6uoR
Arlington Virginia US,spotify:user:thesoundsofspotify:playlist:2MWz5oZb9MkRnfpZ0I90dH,http://open.spotify.com/user/thesoundsofspotify/playlist/2MWz5oZb9MkRnfpZ0I90dH
Arnhem NL,spotify:user:thesoundsofspotify:playlist:3ZovvG8JEKOuH2uctezYIh,http://open.spotify.com/user/thesoundsofspotify/playlist/3ZovvG8JEKOuH2uctezYIh
Arvika SE,spotify:user:thesoundsofspotify:playlist:2agoHS7BNVf5SeBZ7RkISy,http://open.spotify.com/user/thesoundsofspotify/playlist/2agoHS7BNVf5SeBZ7RkISy
Ashburn Virginia US,spotify:user:thesoundsofspotify:playlist:0pJ0gzAeVY7qtPja6rtRYp,http://open.spotify.com/user/thesoundsofspotify/playlist/0pJ0gzAeVY7qtPja6rtRYp
Ashburton AU,spotify:user:thesoundsofspotify:playlist:62eErfPeZs2on0RRU6hSvz,http://open.spotify.com/user/thesoundsofspotify/playlist/62eErfPeZs2on0RRU6hSvz
Asheboro North Carolina US,spotify:user:thesoundsofspotify:playlist:4X7TIMIPmvBFhIlMaaVOIB,http://open.spotify.com/user/thesoundsofspotify/playlist/4X7TIMIPmvBFhIlMaaVOIB
Ashfield AU,spotify:user:thesoundsofspotify:playlist:07LZhCUymrzuaQmHOyiIMl,http://open.spotify.com/user/thesoundsofspotify/playlist/07LZhCUymrzuaQmHOyiIMl
Ashford Connecticut US,spotify:user:thesoundsofspotify:playlist:3jNYMgrVwxcgJIRy5ion7e,http://open.spotify.com/user/thesoundsofspotify/playlist/3jNYMgrVwxcgJIRy5ion7e
Ashford GB,spotify:user:thesoundsofspotify:playlist:7AWTH3CQGOisy0rEQSC9Ss,http://open.spotify.com/user/thesoundsofspotify/playlist/7AWTH3CQGOisy0rEQSC9Ss
Ashgrove AU,spotify:user:thesoundsofspotify:playlist:2tQvntMnISEs2SjdQa0dBc,http://open.spotify.com/user/thesoundsofspotify/playlist/2tQvntMnISEs2SjdQa0dBc
Ashland Massachusetts US,spotify:user:thesoundsofspotify:playlist:7tllJj6LJukowExPuuxzsB,http://open.spotify.com/user/thesoundsofspotify/playlist/7tllJj6LJukowExPuuxzsB
Asker NO,spotify:user:thesoundsofspotify:playlist:6WzKjhAA3tyWWhZtSoCZx2,http://open.spotify.com/user/thesoundsofspotify/playlist/6WzKjhAA3tyWWhZtSoCZx2
Askim NO,spotify:user:thesoundsofspotify:playlist:7dEeqpzEPezz5ljRa89me7,http://open.spotify.com/user/thesoundsofspotify/playlist/7dEeqpzEPezz5ljRa89me7
Asnières FR,spotify:user:thesoundsofspotify:playlist:04QElkwtv3DLDQwM84cHp0,http://open.spotify.com/user/thesoundsofspotify/playlist/04QElkwtv3DLDQwM84cHp0
Assen NL,spotify:user:thesoundsofspotify:playlist:3r4C990zGHdh8683yxswnv,http://open.spotify.com/user/thesoundsofspotify/playlist/3r4C990zGHdh8683yxswnv
Astoria New York US,spotify:user:thesoundsofspotify:playlist:3onFOa88f7BJ0ywJyZqfFp,http://open.spotify.com/user/thesoundsofspotify/playlist/3onFOa88f7BJ0ywJyZqfFp
Asunción PY,spotify:user:thesoundsofspotify:playlist:3xmfSqWgb430012s8G9MAW,http://open.spotify.com/user/thesoundsofspotify/playlist/3xmfSqWgb430012s8G9MAW
Athens GR,spotify:user:thesoundsofspotify:playlist:5gKQaR6TBlOrCozTNHQq0C,http://open.spotify.com/user/thesoundsofspotify/playlist/5gKQaR6TBlOrCozTNHQq0C
Athens Georgia US,spotify:user:thesoundsofspotify:playlist:01ui9d26LVcJKA5MKxcYGI,http://open.spotify.com/user/thesoundsofspotify/playlist/01ui9d26LVcJKA5MKxcYGI
Atlanta Georgia US,spotify:user:thesoundsofspotify:playlist:2t6uU8AELDRclkCaw1vydr,http://open.spotify.com/user/thesoundsofspotify/playlist/2t6uU8AELDRclkCaw1vydr
Aubervilliers FR,spotify:user:thesoundsofspotify:playlist:5iXsBOPwYWdBuPsHQhb2t2,http://open.spotify.com/user/thesoundsofspotify/playlist/5iXsBOPwYWdBuPsHQhb2t2
Auburn AU,spotify:user:thesoundsofspotify:playlist:0ty1T2kBWs6yy0oKcgB07V,http://open.spotify.com/user/thesoundsofspotify/playlist/0ty1T2kBWs6yy0oKcgB07V
Auburn Alabama US,spotify:user:thesoundsofspotify:playlist:77xwsnr5py3i3hpBZrPc88,http://open.spotify.com/user/thesoundsofspotify/playlist/77xwsnr5py3i3hpBZrPc88
Auckland NZ,spotify:user:thesoundsofspotify:playlist:4HHBdiDnaNOE4O5mM0Xqlu,http://open.spotify.com/user/thesoundsofspotify/playlist/4HHBdiDnaNOE4O5mM0Xqlu
Augsburg DE,spotify:user:thesoundsofspotify:playlist:5odcM6V7pLPDiDGFT0VYqC,http://open.spotify.com/user/thesoundsofspotify/playlist/5odcM6V7pLPDiDGFT0VYqC
Aulnay-sous-bois FR,spotify:user:thesoundsofspotify:playlist:31jMi6dDd8OskWEE2cLhu0,http://open.spotify.com/user/thesoundsofspotify/playlist/31jMi6dDd8OskWEE2cLhu0
Aurich DE,spotify:user:thesoundsofspotify:playlist:62uVZnEj0TbwpQfmVBSYqa,http://open.spotify.com/user/thesoundsofspotify/playlist/62uVZnEj0TbwpQfmVBSYqa
Aurora Colorado US,spotify:user:thesoundsofspotify:playlist:75Q55GDCiy0T0LqavrX7UY,http://open.spotify.com/user/thesoundsofspotify/playlist/75Q55GDCiy0T0LqavrX7UY
Aurora Illinois US,spotify:user:thesoundsofspotify:playlist:58sPy6kh2FtANRiHcZ3tlA,http://open.spotify.com/user/thesoundsofspotify/playlist/58sPy6kh2FtANRiHcZ3tlA
Austin Texas US,spotify:user:thesoundsofspotify:playlist:3gz7G6lax8nkXZ3vBr3n4i,http://open.spotify.com/user/thesoundsofspotify/playlist/3gz7G6lax8nkXZ3vBr3n4i
Australia,spotify:user:thesoundsofspotify:playlist:2XVNjIYqXmzPbneYemRrix,http://open.spotify.com/user/thesoundsofspotify/playlist/2XVNjIYqXmzPbneYemRrix
Austria,spotify:user:thesoundsofspotify:playlist:0gCqClabjS49E3IvPxJmXe,http://open.spotify.com/user/thesoundsofspotify/playlist/0gCqClabjS49E3IvPxJmXe
Aveiro PT,spotify:user:thesoundsofspotify:playlist:3lj2pEevHn6D61CTKX91Cx,http://open.spotify.com/user/thesoundsofspotify/playlist/3lj2pEevHn6D61CTKX91Cx
Avesta SE,spotify:user:thesoundsofspotify:playlist:69UP7hiRCD4eB0gbA2dGET,http://open.spotify.com/user/thesoundsofspotify/playlist/69UP7hiRCD4eB0gbA2dGET
Aydin TR,spotify:user:thesoundsofspotify:playlist:2fd0WSklpHwxjDl9Vzjq2r,http://open.spotify.com/user/thesoundsofspotify/playlist/2fd0WSklpHwxjDl9Vzjq2r
Bacoor PH,spotify:user:thesoundsofspotify:playlist:148qTDLEhw8Ryn23grlOVB,http://open.spotify.com/user/thesoundsofspotify/playlist/148qTDLEhw8Ryn23grlOVB
Badajoz ES,spotify:user:thesoundsofspotify:playlist:3mwlNZQeeCg1PkB5qZiNwx,http://open.spotify.com/user/thesoundsofspotify/playlist/3mwlNZQeeCg1PkB5qZiNwx
Badalona ES,spotify:user:thesoundsofspotify:playlist:28dT4RBucxxtjedBF4sxMe,http://open.spotify.com/user/thesoundsofspotify/playlist/28dT4RBucxxtjedBF4sxMe
Bagnolet FR,spotify:user:thesoundsofspotify:playlist:08RR4xl3g9Nmv3QmiAXcgN,http://open.spotify.com/user/thesoundsofspotify/playlist/08RR4xl3g9Nmv3QmiAXcgN
Bagong Ilog PH,spotify:user:thesoundsofspotify:playlist:30f9u694UXY5VB2kz5GHIn,http://open.spotify.com/user/thesoundsofspotify/playlist/30f9u694UXY5VB2kz5GHIn
Bagong Kalsada PH,spotify:user:thesoundsofspotify:playlist:24lHFZEBgrKQDI5VeBDNsr,http://open.spotify.com/user/thesoundsofspotify/playlist/24lHFZEBgrKQDI5VeBDNsr
Bagong Silang PH,spotify:user:thesoundsofspotify:playlist:4SE1WIIWGKZkmjK8dMXpW4,http://open.spotify.com/user/thesoundsofspotify/playlist/4SE1WIIWGKZkmjK8dMXpW4
Bagong Tanyag PH,spotify:user:thesoundsofspotify:playlist:6eH05biVVA1ugfRjT6gkBc,http://open.spotify.com/user/thesoundsofspotify/playlist/6eH05biVVA1ugfRjT6gkBc
Bagsværd DK,spotify:user:thesoundsofspotify:playlist:7kVtnwqmXkrvuT5HrNKbsu,http://open.spotify.com/user/thesoundsofspotify/playlist/7kVtnwqmXkrvuT5HrNKbsu
Baguio City PH,spotify:user:thesoundsofspotify:playlist:74SNLFJXT1ADUVRJC4GCsK,http://open.spotify.com/user/thesoundsofspotify/playlist/74SNLFJXT1ADUVRJC4GCsK
Bahia Blanca AR,spotify:user:thesoundsofspotify:playlist:1u8bkPfh13Se0ZU9RVWAIB,http://open.spotify.com/user/thesoundsofspotify/playlist/1u8bkPfh13Se0ZU9RVWAIB
Bakersfield California US,spotify:user:thesoundsofspotify:playlist:4yAdCZuEBd97qGqIkveY3x,http://open.spotify.com/user/thesoundsofspotify/playlist/4yAdCZuEBd97qGqIkveY3x
Balaclava AU,spotify:user:thesoundsofspotify:playlist:2efhnq1ocQOXSoClb8f3OV,http://open.spotify.com/user/thesoundsofspotify/playlist/2efhnq1ocQOXSoClb8f3OV
Baldwin Park California US,spotify:user:thesoundsofspotify:playlist:3G0bnBiVnxhyRVURpEskIc,http://open.spotify.com/user/thesoundsofspotify/playlist/3G0bnBiVnxhyRVURpEskIc
Balikesir TR,spotify:user:thesoundsofspotify:playlist:0BdkDh0KLLnkTYhaJBQstg,http://open.spotify.com/user/thesoundsofspotify/playlist/0BdkDh0KLLnkTYhaJBQstg
Balite PH,spotify:user:thesoundsofspotify:playlist:6YMO4d99LIg5reunvboLov,http://open.spotify.com/user/thesoundsofspotify/playlist/6YMO4d99LIg5reunvboLov
Ballerup DK,spotify:user:thesoundsofspotify:playlist:0k6qqjXngpfNhALTg0vCLs,http://open.spotify.com/user/thesoundsofspotify/playlist/0k6qqjXngpfNhALTg0vCLs
Baltimore Maryland US,spotify:user:thesoundsofspotify:playlist:4tViTq1oyO0k4d4EUjhEXA,http://open.spotify.com/user/thesoundsofspotify/playlist/4tViTq1oyO0k4d4EUjhEXA
Bandar MY,spotify:user:thesoundsofspotify:playlist:1b4YCniUVbZBqo3AmNlu0T,http://open.spotify.com/user/thesoundsofspotify/playlist/1b4YCniUVbZBqo3AmNlu0T
Bandung ID,spotify:user:thesoundsofspotify:playlist:0ZkiPCLFBYoPUEKvy5jVE9,http://open.spotify.com/user/thesoundsofspotify/playlist/0ZkiPCLFBYoPUEKvy5jVE9
Banfield AR,spotify:user:thesoundsofspotify:playlist:0hypjjPMNxnlPVweUP9a3o,http://open.spotify.com/user/thesoundsofspotify/playlist/0hypjjPMNxnlPVweUP9a3o
Bangkok TH,spotify:user:thesoundsofspotify:playlist:3YIvuZgWEk5QHhaHVE3D84,http://open.spotify.com/user/thesoundsofspotify/playlist/3YIvuZgWEk5QHhaHVE3D84
Bankstown AU,spotify:user:thesoundsofspotify:playlist:5HCH3QfbobD78t9VEKYqER,http://open.spotify.com/user/thesoundsofspotify/playlist/5HCH3QfbobD78t9VEKYqER
Barcelona ES,spotify:user:thesoundsofspotify:playlist:1BUqSJKAJHR3pyx1tuOKDf,http://open.spotify.com/user/thesoundsofspotify/playlist/1BUqSJKAJHR3pyx1tuOKDf
Barceloneta ES,spotify:user:thesoundsofspotify:playlist:4gzrrHOTFOtjupZbchOOmv,http://open.spotify.com/user/thesoundsofspotify/playlist/4gzrrHOTFOtjupZbchOOmv
Barendrecht NL,spotify:user:thesoundsofspotify:playlist:6hGAdBguijeHuOpu066ziz,http://open.spotify.com/user/thesoundsofspotify/playlist/6hGAdBguijeHuOpu066ziz
Bari IT,spotify:user:thesoundsofspotify:playlist:720ki4n5DzdW3BygKOcGqo,http://open.spotify.com/user/thesoundsofspotify/playlist/720ki4n5DzdW3BygKOcGqo
Barnet GB,spotify:user:thesoundsofspotify:playlist:4OiIAP4J1lyrL4rQkUERcU,http://open.spotify.com/user/thesoundsofspotify/playlist/4OiIAP4J1lyrL4rQkUERcU
Barnsley GB,spotify:user:thesoundsofspotify:playlist:3XXKzHCAWoFHWuuhYGsk7Z,http://open.spotify.com/user/thesoundsofspotify/playlist/3XXKzHCAWoFHWuuhYGsk7Z
Barranquilla CO,spotify:user:thesoundsofspotify:playlist:0VsCfGpdH85U5Za1B5JzvV,http://open.spotify.com/user/thesoundsofspotify/playlist/0VsCfGpdH85U5Za1B5JzvV
Barrie CA,spotify:user:thesoundsofspotify:playlist:2eE9YMaIJufSaFOus09t6v,http://open.spotify.com/user/thesoundsofspotify/playlist/2eE9YMaIJufSaFOus09t6v
Barueri BR,spotify:user:thesoundsofspotify:playlist:2xElMZFQ4cnC4YabAfNBVV,http://open.spotify.com/user/thesoundsofspotify/playlist/2xElMZFQ4cnC4YabAfNBVV
Basildon GB,spotify:user:thesoundsofspotify:playlist:60BZQ19PAycKtsqFUBVlSr,http://open.spotify.com/user/thesoundsofspotify/playlist/60BZQ19PAycKtsqFUBVlSr
Basingstoke GB,spotify:user:thesoundsofspotify:playlist:4wxBC8Mnq1J3rHMKF8PYoq,http://open.spotify.com/user/thesoundsofspotify/playlist/4wxBC8Mnq1J3rHMKF8PYoq
Bass Hill AU,spotify:user:thesoundsofspotify:playlist:0eOekPRSBfvbZxCzuRY7iG,http://open.spotify.com/user/thesoundsofspotify/playlist/0eOekPRSBfvbZxCzuRY7iG
Batangas PH,spotify:user:thesoundsofspotify:playlist:5DbZrrXx6nAmhI0RmiawcA,http://open.spotify.com/user/thesoundsofspotify/playlist/5DbZrrXx6nAmhI0RmiawcA
Bath GB,spotify:user:thesoundsofspotify:playlist:0AfiiV2gfo1jIByH9IWD93,http://open.spotify.com/user/thesoundsofspotify/playlist/0AfiiV2gfo1jIByH9IWD93
Baton Rouge Louisiana US,spotify:user:thesoundsofspotify:playlist:03OmKCbJIISMDLx0Zlm1KJ,http://open.spotify.com/user/thesoundsofspotify/playlist/03OmKCbJIISMDLx0Zlm1KJ
Baulkham Hills AU,spotify:user:thesoundsofspotify:playlist:2avprRfOykP1zBhjPbdvX6,http://open.spotify.com/user/thesoundsofspotify/playlist/2avprRfOykP1zBhjPbdvX6
Bauru BR,spotify:user:thesoundsofspotify:playlist:29A40zQmi5iAn0fJoAmybe,http://open.spotify.com/user/thesoundsofspotify/playlist/29A40zQmi5iAn0fJoAmybe
Bayamon Puerto Rico US,spotify:user:thesoundsofspotify:playlist:6zd1N8OcNDhyvis27bULO1,http://open.spotify.com/user/thesoundsofspotify/playlist/6zd1N8OcNDhyvis27bULO1
Bayreuth DE,spotify:user:thesoundsofspotify:playlist:1Ma054l4ZAfuTFRMLwz7T4,http://open.spotify.com/user/thesoundsofspotify/playlist/1Ma054l4ZAfuTFRMLwz7T4
Bedford AU,spotify:user:thesoundsofspotify:playlist:4vEvUUIH0cbH7Y5xLyA5ei,http://open.spotify.com/user/thesoundsofspotify/playlist/4vEvUUIH0cbH7Y5xLyA5ei
Bedford GB,spotify:user:thesoundsofspotify:playlist:7gOdK8CQlkmjCwAyPJckap,http://open.spotify.com/user/thesoundsofspotify/playlist/7gOdK8CQlkmjCwAyPJckap
Bekasi ID,spotify:user:thesoundsofspotify:playlist:0w7DgqeA5SPMrU8ffPy9rx,http://open.spotify.com/user/thesoundsofspotify/playlist/0w7DgqeA5SPMrU8ffPy9rx
Belfast GB,spotify:user:thesoundsofspotify:playlist:1iGwxsiJjerUq07pYSR4bN,http://open.spotify.com/user/thesoundsofspotify/playlist/1iGwxsiJjerUq07pYSR4bN
Belford Roxo BR,spotify:user:thesoundsofspotify:playlist:4NU3Xd5VvH0W1ayrU3L89x,http://open.spotify.com/user/thesoundsofspotify/playlist/4NU3Xd5VvH0W1ayrU3L89x
Belgium,spotify:user:thesoundsofspotify:playlist:3WY9ZhUBxQXjI9ipQbR6kL,http://open.spotify.com/user/thesoundsofspotify/playlist/3WY9ZhUBxQXjI9ipQbR6kL
Bell California US,spotify:user:thesoundsofspotify:playlist:1HYZEA7pXMKbAVAOj2NjlE,http://open.spotify.com/user/thesoundsofspotify/playlist/1HYZEA7pXMKbAVAOj2NjlE
